AssetID,SchoolName,SystemCategory,AssetType,InstallYear,ExpectedUsefulLife,ConditionScore,ConditionSource,Quantity,Unit,UnitCost,ReplacementCost,Criticality,OverrideEOLYear,OverrideReason,Notes
AST001361,Brady Exploration School,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001362,Brady Exploration School,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001363,Brady Exploration School,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001364,Brady Exploration School,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001365,Brady Exploration School,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001366,Dennison ES,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001367,Dennison ES,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001368,Dennison ES,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001369,Dennison ES,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001370,Dennison ES,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001371,Dennison ES,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001372,Dennison ES,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001373,Dennison ES,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001374,Dennison ES,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001375,Dennison ES,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001376,Dennison ES,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001377,Dennison ES,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001378,Dennison ES,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001379,D'Evelyn Jr-Sr HS,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001380,D'Evelyn Jr-Sr HS,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001381,D'Evelyn Jr-Sr HS,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001382,D'Evelyn Jr-Sr HS,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001383,D'Evelyn Jr-Sr HS,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001384,D'Evelyn Jr-Sr HS,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001385,D'Evelyn Jr-Sr HS,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001386,D'Evelyn Jr-Sr HS,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001387,D'Evelyn Jr-Sr HS,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001388,D'Evelyn Jr-Sr HS,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001389,D'Evelyn Jr-Sr HS,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001390,D'Evelyn Jr-Sr HS,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001391,D'Evelyn Jr-Sr HS,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001392,Johnson Planetarium,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001393,Johnson Planetarium,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001394,Johnson Planetarium,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001395,Johnson Planetarium,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001396,Johnson Planetarium,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001397,Johnson Planetarium,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001398,Johnson Planetarium,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001399,Johnson Planetarium,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001400,Johnson Planetarium,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001401,Johnson Planetarium,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001402,Johnson Planetarium,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001403,Johnson Planetarium,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001404,Johnson Planetarium,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001405,Manning School,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001406,Manning School,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001407,Manning School,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001408,Manning School,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001409,Manning School,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001410,Manning School,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001411,Manning School,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001412,Manning School,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001413,Manning School,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001414,Manning School,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001415,Manning School,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001416,Manning School,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001417,Manning School,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001418,McLain Community HS,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001419,McLain Community HS,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001420,McLain Community HS,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001421,McLain Community HS,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001422,McLain Community HS,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001423,McLain Community HS,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001424,McLain Community HS,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001425,McLain Community HS,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001426,McLain Community HS,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001427,McLain Community HS,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001428,McLain Community HS,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001429,McLain Community HS,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001430,McLain Community HS,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001431,Jeffco Open School,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001432,Jeffco Open School,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001433,Jeffco Open School,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001434,Jeffco Open School,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001435,Jeffco Open School,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001436,Jeffco Open School,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001437,Jeffco Open School,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001438,Jeffco Open School,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001439,Jeffco Open School,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001440,Jeffco Open School,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001441,Jeffco Open School,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001442,Jeffco Open School,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001443,Jeffco Open School,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001444,Fletcher Miller Special School,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001445,Fletcher Miller Special School,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001446,Fletcher Miller Special School,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001447,Fletcher Miller Special School,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001448,Fletcher Miller Special School,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001449,Fletcher Miller Special School,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001450,Fletcher Miller Special School,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001451,Fletcher Miller Special School,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001452,Fletcher Miller Special School,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001453,Fletcher Miller Special School,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001454,Fletcher Miller Special School,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001455,Fletcher Miller Special School,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001456,Fletcher Miller Special School,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001457,Addenbrooke Classical Academy,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001458,Addenbrooke Classical Academy,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001459,Addenbrooke Classical Academy,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001460,Addenbrooke Classical Academy,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001461,Addenbrooke Classical Academy,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001462,Addenbrooke Classical Academy,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001463,Addenbrooke Classical Academy,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001464,Addenbrooke Classical Academy,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001465,Addenbrooke Classical Academy,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001466,Addenbrooke Classical Academy,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001467,Addenbrooke Classical Academy,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001468,Addenbrooke Classical Academy,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001469,Addenbrooke Classical Academy,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001470,Addenbrooke Classical Academy.1,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001471,Addenbrooke Classical Academy.1,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001472,Addenbrooke Classical Academy.1,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001473,Addenbrooke Classical Academy.1,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001474,Addenbrooke Classical Academy.1,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001475,Addenbrooke Classical Academy.1,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001476,Addenbrooke Classical Academy.1,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001477,Addenbrooke Classical Academy.1,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001478,Addenbrooke Classical Academy.1,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001479,Addenbrooke Classical Academy.1,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001480,Addenbrooke Classical Academy.1,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001481,Addenbrooke Classical Academy.1,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001482,Addenbrooke Classical Academy.1,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001483,Two Roads - Arvada,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001484,Two Roads - Arvada,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001485,Two Roads - Arvada,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001486,Two Roads - Arvada,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001487,Two Roads - Arvada,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001488,Two Roads - Arvada,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001489,Two Roads - Arvada,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001490,Two Roads - Arvada,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001491,Two Roads - Arvada,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001492,Two Roads - Arvada,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001493,Two Roads - Arvada,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001494,Two Roads - Arvada,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001495,Two Roads - Arvada,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001496,Mountain Phoenix Community School,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001497,Mountain Phoenix Community School,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001498,Mountain Phoenix Community School,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001499,Mountain Phoenix Community School,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001500,Mountain Phoenix Community School,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001501,Mountain Phoenix Community School,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001502,Mountain Phoenix Community School,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001503,Mountain Phoenix Community School,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001504,Mountain Phoenix Community School,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001505,Mountain Phoenix Community School,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001506,Mountain Phoenix Community School,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001507,Mountain Phoenix Community School,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001508,Mountain Phoenix Community School,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001509,New America School,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001510,New America School,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001511,New America School,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001512,New America School,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001513,New America School,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001514,New America School,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001515,New America School,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001516,New America School,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001517,New America School,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001518,New America School,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001519,New America School,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001520,New America School,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001521,New America School,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001522,Compass Montessori - Wheat Ridge,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001523,Compass Montessori - Wheat Ridge,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001524,Compass Montessori - Wheat Ridge,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001525,Compass Montessori - Wheat Ridge,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001526,Compass Montessori - Wheat Ridge,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001527,Compass Montessori - Wheat Ridge,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001528,Compass Montessori - Wheat Ridge,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001529,Compass Montessori - Wheat Ridge,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001530,Compass Montessori - Wheat Ridge,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001531,Compass Montessori - Wheat Ridge,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001532,Compass Montessori - Wheat Ridge,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001533,Compass Montessori - Wheat Ridge,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001534,Compass Montessori - Wheat Ridge,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001535,Compass Montessori - Golden,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001536,Compass Montessori - Golden,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001537,Compass Montessori - Golden,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001538,Compass Montessori - Golden,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001539,Compass Montessori - Golden,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001540,Compass Montessori - Golden,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001541,Compass Montessori - Golden,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001542,Compass Montessori - Golden,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001543,Compass Montessori - Golden,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001544,Compass Montessori - Golden,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001545,Compass Montessori - Golden,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001546,Compass Montessori - Golden,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001547,Compass Montessori - Golden,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001548,Warren Tech Central,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001549,Warren Tech Central,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001550,Warren Tech Central,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001551,Warren Tech Central,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001552,Warren Tech Central,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001553,Warren Tech Central,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001554,Warren Tech Central,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001555,Warren Tech Central,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001556,Warren Tech Central,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001557,Warren Tech Central,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001558,Warren Tech Central,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001559,Warren Tech Central,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001560,Warren Tech Central,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001561,Long View HS,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001562,Long View HS,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001563,Long View HS,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001564,Long View HS,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001565,Long View HS,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001566,Long View HS,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001567,Long View HS,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001568,Long View HS,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001569,Long View HS,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001570,Long View HS,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001571,Long View HS,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001572,Long View HS,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001573,Long View HS,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001574,Warren Tech North,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001575,Warren Tech North,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001576,Warren Tech North,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001577,Warren Tech North,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001578,Warren Tech North,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001579,Warren Tech North,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001580,Warren Tech North,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001581,Warren Tech North,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001582,Warren Tech North,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001583,Warren Tech North,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001584,Warren Tech North,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001585,Warren Tech North,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001586,Warren Tech North,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001587,Warren Tech South,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001588,Warren Tech South,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001589,Warren Tech South,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001590,Warren Tech South,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001591,Warren Tech South,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001592,Warren Tech South,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001593,Warren Tech South,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001594,Warren Tech South,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001595,Warren Tech South,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001596,Warren Tech South,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001597,Warren Tech South,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001598,Warren Tech South,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001599,Warren Tech South,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
AST001600,Montessori Peaks Academy,Roof,Roof Membrane,,25,3,Default,1,SF,,,Medium,,,
AST001601,Montessori Peaks Academy,HVAC,RTU/Boiler-Chiller (Major),,20,3,Default,1,EA,,,Medium,,,
AST001602,Montessori Peaks Academy,Plumbing,Domestic Water/Fixtures (Major),,30,3,Default,1,EA,,,Medium,,,
AST001603,Montessori Peaks Academy,Electrical,Switchgear/Panels (Major),,30,3,Default,1,EA,,,Medium,,,
AST001604,Montessori Peaks Academy,Fire Protection,Fire Alarm/Sprinklers (Major),,25,3,Default,1,EA,,,Medium,,,
AST001605,Montessori Peaks Academy,Security,Access Control/Cameras (Major),,10,3,Default,1,EA,,,Medium,,,
AST001606,Montessori Peaks Academy,Envelope,Facade/Cladding (Major),,40,3,Default,1,SF,,,Medium,,,
AST001607,Montessori Peaks Academy,Windows,Window Replacement,,35,3,Default,1,SF,,,Medium,,,
AST001608,Montessori Peaks Academy,Interiors,Flooring/Finishes (Major),,15,3,Default,1,SF,,,Medium,,,
AST001609,Montessori Peaks Academy,Lighting,Interior Lighting Upgrade,,15,3,Default,1,SF,,,Medium,,,
AST001610,Montessori Peaks Academy,Site,Playground/Site Hardscape,,20,3,Default,1,EA,,,Medium,,,
AST001611,Montessori Peaks Academy,Hazmat,Abatement/Remediation Allowance,,,3,Default,1,SF,,,Medium,,,
AST001612,Montessori Peaks Academy,ADA,Accessibility Compliance Allowance,,,3,Default,1,SF,,,Medium,,,
